cla_id,bf_StudentID,bf_Name,bf_sex,bf_nation,bf_BornDate,cla_Name,bf_NativePlace,Bf_ResidenceType,bf_policy,cla_term,bf_zhusu,bf_leaveSchool,bf_qinshihao
907,14711,张某某,男,汉族,2002,白-高二(07),浙江省仙居县,城镇,共青团员,2018-2019-1,1,,304
907,14850,何某某,男,汉族,,白-高二(07),,城镇,共青团员,2018-2019-1,1,,308
907,14855,李某某,男,汉族,,白-高二(07),,城镇,共青团员,2018-2019-1,1,,308
907,14576,王某某,男,汉族,2002,白-高二(07),江西吉安,城镇,共青团员,2018-2019-1,1,,314
907,14834,应某某,男,汉族,2002,白-高二(07),浙江宁波奉化,城镇,共青团员,2018-2019-1,1,,314
907,14683,高某某,男,汉族,2002,白-高二(07),宁波,城镇,共青团员,2018-2019-1,1,,317
907,14037,姚某某,男,汉族,2001,白-高二(07),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,319
907,14601,陈某某,男,满族,2002,白-高二(07),湖北省黄梅县,城镇,共青团员,2018-2019-1,,,
907,14655,李某某,男,汉族,,白-高二(07),,城镇,共青团员,2018-2019-1,,,
907,14719,卞某某,男,汉族,2002,白-高二(07),浙江,城镇,共青团员,2018-2019-1,,,
907,14764,陈某某,男,汉族,2002,白-高二(07),宁波,城镇,共青团员,2018-2019-1,,,
907,14772,牟某某,男,汉族,2002,白-高二(07),宁波,城镇,共青团员,2018-2019-1,,,
907,14823,马某某,男,汉族,2002,白-高二(07),宁波,城镇,共青团员,2018-2019-1,,,
907,14840,钟某某,男,汉族,2001,白-高二(07),宁波市鄞州区,城镇,共青团员,2018-2019-1,,,
907,14842,朱某某,男,汉族,2002,白-高二(07),浙江宁波鄞州,城镇,共青团员,2018-2019-1,,,
907,14524,吕某某,男,汉族,2002,白-高二(07),浙江东阳,城镇,共青团员,2018-2019-1,,,
907,14547,虞某某,男,汉族,2002,白-高二(07),,城镇,共青团员,2018-2019-1,,,
907,14697,吕某某,女,汉族,2002,白-高二(07),浙江省嵊州市,城镇,共青团员,2018-2019-1,1,,602
907,14571,唐某某,女,汉族,2002,白-高二(07),宁波市鄞州区,城镇,共青团员,2018-2019-1,1,,612
907,14588,袁某某,女,汉族,2001,白-高二(07),,城镇,共青团员,2018-2019-1,1,,612
907,14804,陈某某,女,汉族,2002,白-高二(07),浙江海宁,城镇,共青团员,2018-2019-1,1,,612
907,14878,张某某,女,汉族,2001,白-高二(07),宁波,城镇,共青团员,2018-2019-1,1,,612
907,14570,孙某某,女,汉族,2002,白-高二(07),浙江宁波,城镇,共青团员,2018-2019-1,1,,614
907,14536,王某某,女,汉族,2002,白-高二(07),宁波市鄞州区,城镇,共青团员,2018-2019-1,1,,617
907,14549,张某某,女,汉族,2002,白-高二(07),浙江平湖,城镇,共青团员,2018-2019-1,,,
907,14637,朱某某,女,汉族,,白-高二(07),,城镇,共青团员,2018-2019-1,,,
907,14579,王某某,女,汉族,2001,白-高二(07),浙江省舟山市,城镇,共青团员,2018-2019-1,,,
907,14618,刘某某,女,汉族,2002,白-高二(07),浙江宁波,城镇,共青团员,2018-2019-1,,,
907,14651,胡某某,女,汉族,2002,白-高二(07),宁波,城镇,共青团员,2018-2019-1,,,
907,14654,金某某,女,汉族,2002,白-高二(07),义乌,城镇,共青团员,2018-2019-1,,,
907,14658,李某某,女,汉族,2001,白-高二(07),宁波,城镇,共青团员,2018-2019-1,,,
907,14674,张某某,女,汉族,2001,白-高二(07),湖南祁阳,城镇,共青团员,2018-2019-1,,,
907,14680,陈某某,女,汉族,2002,白-高二(07),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
907,14691,林某某,女,汉族,2002,白-高二(07),福建省柘荣县,城镇,共青团员,2018-2019-1,,,
907,14717,周某某,女,汉族,2001,白-高二(07),宁波市曙光中,城镇,共青团员,2018-2019-1,,,
907,14728,郭某某,女,汉族,2002,白-高二(07),浙江宁波,城镇,共青团员,2018-2019-1,,,
907,14734,胡某某,女,汉族,2002,白-高二(07),河南省汝南县,城镇,共青团员,2018-2019-1,,,
907,14735,胡某某,女,汉族,2002,白-高二(07),,城镇,共青团员,2018-2019-1,,,
907,14774,邵某某,女,汉族,2001,白-高二(07),浙江宁波,城镇,共青团员,2018-2019-1,,,
907,14813,黄某某,女,汉族,2001,白-高二(07),宁波,城镇,共青团员,2018-2019-1,,,
907,14839,赵某某,女,满族,2002,白-高二(07),宁波,城镇,共青团员,2018-2019-1,,,
907,14849,古某某,女,汉族,2002,白-高二(07),四川省邻水县,城镇,共青团员,2018-2019-1,,,
907,14525,潘某某,女,汉族,2002,白-高二(07),浙江省温岭市,城镇,共青团员,2018-2019-1,,,
908,14586,俞某某,男,汉族,,白-高二(08),,城镇,共青团员,2018-2019-1,1,,302
908,14871,徐某某,男,汉族,,白-高二(08),,城镇,共青团员,2018-2019-1,1,,302
908,14846,方某某,男,汉族,2002,白-高二(08),浙江宁波,城镇,共青团员,2018-2019-1,1,,302
908,14677,周某某,男,汉族,2002,白-高二(08),浙江宁波,城镇,共青团员,2018-2019-1,,,
908,14710,张某某,男,汉族,2002,白-高二(08),河北唐山,城镇,共青团员,2018-2019-1,,,
908,14756,张某某,男,汉族,2002,白-高二(08),宁波市,城镇,共青团员,2018-2019-1,,,
908,14768,黄某某,男,汉族,2001,白-高二(08),浙江宁波,城镇,共青团员,2018-2019-1,,,
908,14539,吴某某,男,汉族,2002,白-高二(08),浙江鄞县,城镇,共青团员,2018-2019-1,,,
908,14562,李某某,女,汉族,2001,白-高二(08),四川南充市,城镇,共青团员,2018-2019-1,1,,605
908,14050,吕某某,女,汉族,2000,白-高二(08),浙江省宁海县,城镇,共青团员,2018-2019-1,1,,605
908,14595,周某某,女,汉族,,白-高二(08),,城镇,共青团员,2018-2019-1,1,,607
908,14665,汪某某,女,汉族,2001,白-高二(08),浙江宁波,城镇,共青团员,2018-2019-1,1,,607
908,14686,胡某某,女,汉族,2002,白-高二(08),浙江余姚,城镇,共青团员,2018-2019-1,1,,611
908,14844,邓某某,女,汉族,2001,白-高二(08),黑龙江省,城镇,共青团员,2018-2019-1,1,,611
908,14585,叶某某,女,汉族,2001,白-高二(08),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
908,14598,车某某,女,汉族,2002,白-高二(08),陕西宝鸡,城镇,共青团员,2018-2019-1,,,
908,14609,胡某某,女,汉族,2001,白-高二(08),浙江宁波,城镇,共青团员,2018-2019-1,,,
908,14619,刘某某,女,汉族,2002,白-高二(08),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
908,14632,张某某,女,汉族,2002,白-高二(08),,城镇,共青团员,2018-2019-1,,,
908,14664,陶某某,女,汉族,2002,白-高二(08),安徽,城镇,共青团员,2018-2019-1,,,
908,14670,俞某某,女,汉族,2002,白-高二(08),新昌,城镇,共青团员,2018-2019-1,,,
908,14672,喻某某,女,汉族,2002,白-高二(08),安徽省,城镇,共青团员,2018-2019-1,,,
908,14692,林某某,女,汉族,2002,白-高二(08),浙江宁波,城镇,共青团员,2018-2019-1,,,
908,14722,陈某某,女,汉族,2002,白-高二(08),浙江宁波,城镇,共青团员,2018-2019-1,,,
908,14784,徐某某,女,汉族,2001,白-高二(08),宁波,城镇,共青团员,2018-2019-1,,,
908,14798,周某某,女,汉族,2002,白-高二(08),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
908,14806,崔某某,女,汉族,2001,白-高二(08),安徽省铜陵,城镇,共青团员,2018-2019-1,,,
908,14817,李某某,女,汉族,2001,白-高二(08),甘肃省庆阳,城镇,共青团员,2018-2019-1,,,
908,14821,刘某某,女,汉族,2002,白-高二(08),湖南省桃江县,城镇,共青团员,2018-2019-1,,,
908,14822,吕某某,女,汉族,2002,白-高二(08),宁波奉化,城镇,共青团员,2018-2019-1,,,
908,14835,余某某,女,汉族,2001,白-高二(08),浙江省淳安县,城镇,共青团员,2018-2019-1,,,
908,14852,胡某某,女,汉族,2001,白-高二(08),浙江省慈溪市,城镇,共青团员,2018-2019-1,,,
908,14872,徐某某,女,汉族,2002,白-高二(08),浙江衢州市,城镇,共青团员,2018-2019-1,,,
908,14516,陈某某,女,汉族,2001,白-高二(08),,城镇,共青团员,2018-2019-1,,,
908,14518,郭某某,女,汉族,2001,白-高二(08),江西乐安,城镇,共青团员,2018-2019-1,,,
908,14522,李某某,女,汉族,2002,白-高二(08),甘肃省庆阳市,城镇,共青团员,2018-2019-1,,,
908,14526,裘某某,女,汉族,2002,白-高二(08),宁波,城镇,共青团员,2018-2019-1,,,
908,14561,李某某,女,汉族,2002,白-高二(08),河南省光山县,城镇,共青团员,2018-2019-1,,1,
908,14642,陈某某,女,汉族,2002,白-高二(08),宁波鄞州,城镇,共青团员,2018-2019-1,,1,
909,14543,徐某某,男,汉族,2001,白-高二(09),慈溪,城镇,共青团员,2018-2019-1,1,,310
909,14914,曾某某,男,汉族,2002,白-高二(09),衢州,城镇,共青团员,2018-2019-1,1,,316
909,14920,郭某某,男,汉族,2002,白-高二(09),,城镇,共青团员,2018-2019-1,1,,316
909,14682,傅某某,男,汉族,2001,白-高二(09),汉族,城镇,共青团员,2018-2019-1,,,
909,14688,黄某某,男,汉族,2001,白-高二(09),浙江余姚,城镇,共青团员,2018-2019-1,,,
909,14781,汪某某,男,汉族,2001,白-高二(09),浙江奉化,城镇,共青团员,2018-2019-1,,,
909,14787,叶某某,男,汉族,2002,白-高二(09),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
909,14793,张某某,男,汉族,,白-高二(09),,城镇,共青团员,2018-2019-1,,,
909,14799,朱某某,男,汉族,2002,白-高二(09),宁海,城镇,共青团员,2018-2019-1,,,
909,14812,胡某某,男,汉族,2002,白-高二(09),湖南娄底,城镇,共青团员,2018-2019-1,,,
909,14873,徐某某,男,汉族,2002,白-高二(09),奉化,城镇,共青团员,2018-2019-1,,,
909,14927,裘某某,男,汉族,2001,白-高二(09),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
909,14578,王某某,女,汉族,2002,白-高二(09),杭州市萧山区,城镇,共青团员,2018-2019-1,1,,605
909,14738,孔某某,女,汉族,2002,白-高二(09),,城镇,共青团员,2018-2019-1,1,,613
909,14836,虞某某,女,汉族,2001,白-高二(09),宁波,城镇,共青团员,2018-2019-1,1,,613
909,14551,张某某,女,汉族,2002,白-高二(09),江西宜春,城镇,少先队员,2018-2019-1,1,,619
909,14603,戴某某,女,汉族,2002,白-高二(09),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,619
909,14725,范某某,女,汉族,2002,白-高二(09),宁海,城镇,共青团员,2018-2019-1,1,,619
909,15003,张某某,女,汉族,,白-高二(09),浙江省宁波,城镇,共青团员,2018-2019-1,1,,619
909,14881,周某某,女,汉族,2002,白-高二(09),奉化区,城镇,共青团员,2018-2019-1,1,,621
909,14553,周某某,女,汉族,2002,白-高二(09),宁波,城镇,共青团员,2018-2019-1,,,
909,14556,陈某某,女,汉族,2002,白-高二(09),浙江宁波,城镇,共青团员,2018-2019-1,,,
909,14720,曹某某,女,汉族,,白-高二(09),,城镇,共青团员,2018-2019-1,,,
909,14640,陈某某,女,汉族,2003,白-高二(09),浙江舟山,城镇,共青团员,2018-2019-1,,,
909,14660,梁某某,女,汉族,,白-高二(09),,城镇,共青团员,2018-2019-1,,,
909,14663,孙某某,女,汉族,2001,白-高二(09),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
909,14724,范某某,女,汉族,2002,白-高二(09),汉族,城镇,共青团员,2018-2019-1,,,
909,14727,郭某某,女,汉族,,白-高二(09),宁波,城镇,共青团员,2018-2019-1,,,
909,14732,贺某某,女,汉族,2002,白-高二(09),浙江宁波,城镇,共青团员,2018-2019-1,,,
909,14733,洪某某,女,汉族,2001,白-高二(09),浙江台州,城镇,共青团员,2018-2019-1,,,
909,14750,夏某某,女,汉族,2002,白-高二(09),鄞州区,城镇,共青团员,2018-2019-1,,,
909,14751,肖某某,女,汉族,,白-高二(09),,城镇,共青团员,2018-2019-1,,,
909,14763,陈某某,女,汉族,2002,白-高二(09),宁波,城镇,共青团员,2018-2019-1,,,
909,14780,唐某某,女,汉族,2002,白-高二(09),浙江杭州,城镇,共青团员,2018-2019-1,,,
909,14795,张某某,女,汉族,2002,白-高二(09),浙江宁波,城镇,共青团员,2018-2019-1,,,
909,14876,余某某,女,汉族,2002,白-高二(09),宁波市鄞州区,城镇,共青团员,2018-2019-1,,,
909,14826,施某某,女,汉族,2002,白-高二(09),宁波,城镇,共青团员,2018-2019-1,,,
909,14838,张某某,女,汉族,2001,白-高二(09),浙江宁波象山,城镇,共青团员,2018-2019-1,,,
909,14861,沈某某,女,汉族,2001,白-高二(09),浙江余姚,城镇,共青团员,2018-2019-1,,,
909,14523,梁某某,女,汉族,,白-高二(09),,城镇,共青团员,2018-2019-1,,,
909,14944,沈某某,女,汉族,2001,白-高二(09),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
909,14832,王某某,女,汉族,,白-高二(09),,城镇,共青团员,2018-2019-1,,1,
909,14520,江某某,女,汉族,2002,白-高二(09),江苏,城镇,共青团员,2018-2019-1,,1,
910,14538,王某某,男,汉族,2002,白-高二(10),浙江省宁波市,城镇,一般,2018-2019-1,1,,310
910,14713,张某某,男,汉族,2002,白-高二(10),衢州,城镇,共青团员,2018-2019-1,1,,317
910,14565,罗某某,男,汉族,2002,白-高二(10),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
910,14678,周某某,男,汉族,2002,白-高二(10),江西,城镇,共青团员,2018-2019-1,,,
910,14810,顾某某,男,汉族,2001,白-高二(10),宁波,城镇,共青团员,2018-2019-1,,,
910,14830,王某某,男,汉族,2002,白-高二(10),安徽怀宁,城镇,共青团员,2018-2019-1,,,
910,14548,袁某某,男,汉族,2002,白-高二(10),上海市,城镇,共青团员,2018-2019-1,,,
910,14611,黄某某,女,汉族,2002,白-高二(10),浙江温州,城镇,共青团员,2018-2019-1,1,,609
910,14854,李某某,女,汉族,2002,白-高二(10),黑龙江省佳木,城镇,共青团员,2018-2019-1,1,,609
910,14860,吕某某,女,汉族,2001,白-高二(10),浙江省余姚市,城镇,共青团员,2018-2019-1,1,,609
910,14789,应某某,女,汉族,2001,白-高二(10),鄞州,城镇,共青团员,2018-2019-1,1,,621
910,14794,张某某,女,汉族,2002,白-高二(10),浙江宁波,城镇,共青团员,2018-2019-1,1,,621
910,14555,竺某某,女,汉族,2002,白-高二(10),嵊州,城镇,共青团员,2018-2019-1,,,
910,14567,石某某,女,汉族,2002,白-高二(10),浙江宁波,城镇,共青团员,2018-2019-1,,,
910,14583,徐某某,女,汉族,2002,白-高二(10),宁波,城镇,共青团员,2018-2019-1,,,
910,14584,徐某某,女,汉族,2001,白-高二(10),,城镇,共青团员,2018-2019-1,,,
910,14587,虞某某,女,汉族,2002,白-高二(10),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
910,14606,傅某某,女,汉族,,白-高二(10),,城镇,共青团员,2018-2019-1,,,
910,14620,刘某某,女,汉族,2001,白-高二(10),汉族,城镇,共青团员,2018-2019-1,,,
910,14623,王某某,女,汉族,2002,白-高二(10),鄞州区,城镇,共青团员,2018-2019-1,,,
910,14633,张某某,女,汉族,2002,白-高二(10),宁波,城镇,共青团员,2018-2019-1,,,
910,14644,董某某,女,汉族,2002,白-高二(10),宁波,城镇,共青团员,2018-2019-1,,,
910,14661,邵某某,女,汉族,2002,白-高二(10),浙江台州,城镇,共青团员,2018-2019-1,,,
910,14667,王某某,女,汉族,2001,白-高二(10),浙江宁波,城镇,共青团员,2018-2019-1,,,
910,14668,薛某某,女,汉族,2002,白-高二(10),宁波,城镇,共青团员,2018-2019-1,,,
910,14669,余某某,女,汉族,2001,白-高二(10),宁波,城镇,共青团员,2018-2019-1,,,
910,14689,李某某,女,汉族,2002,白-高二(10),宁波市,城镇,共青团员,2018-2019-1,,,
910,14706,尹某某,女,汉族,2002,白-高二(10),浙江省宁波市,城镇,共青团员,2018-2019-1,,,
910,14740,李某某,女,汉族,2002,白-高二(10),浙江宁波,城镇,共青团员,2018-2019-1,,,
910,14761,曹某某,女,汉族,2002,白-高二(10),浙江温岭,城镇,共青团员,2018-2019-1,,,
910,14765,陈某某,女,汉族,2001,白-高二(10),宁波市海曙区,城镇,共青团员,2018-2019-1,,,
910,14790,余某某,女,汉族,2001,白-高二(10),,城镇,共青团员,2018-2019-1,,,
910,14797,郑某某,女,汉族,2002,白-高二(10),宁波,城镇,共青团员,2018-2019-1,,,
910,14807,冯某某,女,汉族,2001,白-高二(10),,城镇,共青团员,2018-2019-1,,,
910,14814,季某某,女,汉族,2001,白-高二(10),宁波,城镇,共青团员,2018-2019-1,,,
910,14818,李某某,女,汉族,2002,白-高二(10),浙江省湖州市,城镇,共青团员,2018-2019-1,,,
910,14833,严某某,女,汉族,2001,白-高二(10),宁波,城镇,共青团员,2018-2019-1,,,
910,14847,方某某,女,汉族,,白-高二(10),,城镇,共青团员,2018-2019-1,,,
910,14858,刘某某,女,汉族,2002,白-高二(10),浙江宁波,城镇,共青团员,2018-2019-1,,,
910,14864,孙某某,女,汉族,2002,白-高二(10),宁波市鄞州区,城镇,共青团员,2018-2019-1,,,
910,14870,徐某某,女,汉族,2002,白-高二(10),,城镇,共青团员,2018-2019-1,,,
910,14883,裘某某,女,汉族,2002,白-高二(10),浙江宁波,城镇,共青团员,2018-2019-1,,,
910,14534,陶某某,女,汉族,2002,白-高二(10),浙江宁波,城镇,共青团员,2018-2019-1,,,
911,14894,吕某某,男,汉族,2002,白-高二(11),浙江宁波,城镇,共青团员,2018-2019-1,1,,203
911,14922,胡某某,男,汉族,2001,白-高二(11),,城镇,共青团员,2018-2019-1,1,,203
911,14936,徐某某,男,汉族,2001,白-高二(11),浙江省衢州市,城镇,共青团员,2018-2019-1,1,,203
911,14892,林某某,男,汉族,2002,白-高二(11),富阳,城镇,共青团员,2018-2019-1,1,,203
911,14933,吴某某,男,汉族,2001,白-高二(11),浙江省天台县,城镇,共青团员,2018-2019-1,1,,203
911,14890,贾某某,男,汉族,2002,白-高二(11),江苏如皋,城镇,一般,2018-2019-1,1,,205
911,14901,任某某,男,汉族,2001,白-高二(11),汉族,城镇,共青团员,2018-2019-1,1,,205
911,14923,柯某某,男,汉族,2002,白-高二(11),,城镇,共青团员,2018-2019-1,1,,205
911,14935,徐某某,男,汉族,2001,白-高二(11),浙江省绍兴县,城镇,共青团员,2018-2019-1,1,,205
911,14932,吴某某,男,汉族,2001,白-高二(11),江西,城镇,一般,2018-2019-1,1,,205
911,14903,谢某某,男,汉族,2002,白-高二(11),江西赣州,城镇,共青团员,2018-2019-1,1,,207
911,14924,林某某,男,汉族,2001,白-高二(11),温州市乐清,城镇,共青团员,2018-2019-1,1,,207
911,14934,徐某某,男,汉族,,白-高二(11),,城镇,共青团员,2018-2019-1,1,,207
911,14937,徐某某,男,汉族,2001,白-高二(11),宁波,城镇,共青团员,2018-2019-1,1,,207
911,14886,单某某,男,汉族,2002,白-高二(11),浙江东阳,城镇,共青团员,2018-2019-1,1,,207
911,14916,高某某,男,汉族,2001,白-高二(11),浙江省温州市,城镇,共青团员,2018-2019-1,1,,209
911,14905,应某某,男,汉族,2002,白-高二(11),浙江慈溪,城镇,共青团员,2018-2019-1,1,,209
911,14900,裘某某,男,汉族,,白-高二(11),,城镇,共青团员,2018-2019-1,1,,209
911,14899,潘某某,男,汉族,2001,白-高二(11),浙江省临安市,城镇,共青团员,2018-2019-1,1,,209
911,14908,张某某,男,汉族,,白-高二(11),,城镇,共青团员,2018-2019-1,1,,209
911,14884,陈某某,男,汉族,2002,白-高二(11),浙江省嘉兴市,城镇,共青团员,2018-2019-1,1,,211
911,14902,王某某,男,汉族,2002,白-高二(11),浙江奉化,城镇,共青团员,2018-2019-1,1,,211
911,14896,马某某,男,汉族,2002,白-高二(11),浙江省奉化区,城镇,共青团员,2018-2019-1,1,,211
911,14912,朱某某,男,汉族,2001,白-高二(11),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,213
911,14897,毛某某,男,汉族,2002,白-高二(11),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,213
911,14889,高某某,男,汉族,2001,白-高二(11),浙江宁波宁波,城镇,共青团员,2018-2019-1,1,,213
911,14931,王某某,男,汉族,2000,白-高二(11),四川大竹,城镇,共青团员,2018-2019-1,1,,213
912,14943,朱某某,男,汉族,2002,白-高二(12),浙江,城镇,共青团员,2018-2019-1,1,,204
912,14942,周某某,男,汉族,2002,白-高二(12),浙江绍兴,城镇,共青团员,2018-2019-1,1,,204
912,14917,高某某,男,汉族,2002,白-高二(12),安徽省濉溪县,城镇,共青团员,2018-2019-1,1,,204
912,14929,汤某某,男,汉族,2002,白-高二(12),福建建阳,城镇,共青团员,2018-2019-1,1,,204
912,14918,葛某某,男,汉族,2001,白-高二(12),浙江宁海,城镇,共青团员,2018-2019-1,1,,204
912,14893,罗某某,男,汉族,2001,白-高二(12),慈溪,城镇,共青团员,2018-2019-1,1,,206
912,14888,冯某某,男,汉族,2002,白-高二(12),浙江省湖州市,城镇,共青团员,2018-2019-1,1,,206
912,14921,胡某某,男,汉族,,白-高二(12),,城镇,共青团员,2018-2019-1,1,,206
912,14940,叶某某,男,汉族,2001,白-高二(12),浙江省台州市,城镇,共青团员,2018-2019-1,1,,206
912,14910,赵某某,男,汉族,2002,白-高二(12),河南省商丘市,城镇,共青团员,2018-2019-1,1,,206
912,14904,叶某某,男,汉族,2002,白-高二(12),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,208
912,14891,雷某某,男,汉族,2001,白-高二(12),重庆,城镇,共青团员,2018-2019-1,1,,208
912,14907,张某某,男,汉族,2002,白-高二(12),浙江省龙游县,城镇,共青团员,2018-2019-1,1,,208
912,14906,俞某某,男,汉族,2001,白-高二(12),浙江省杭州市,城镇,一般,2018-2019-1,1,,208
912,14895,马某某,男,汉族,2001,白-高二(12),浙江省慈溪市,城镇,共青团员,2018-2019-1,1,,208
912,14909,张某某,男,汉族,2001,白-高二(12),浙江舟山定海,城镇,共青团员,2018-2019-1,1,,210
912,14930,万某某,男,汉族,2002,白-高二(12),余姚,城镇,共青团员,2018-2019-1,1,,210
912,14938,杨某某,男,汉族,,白-高二(12),,城镇,共青团员,2018-2019-1,1,,210
912,14939,杨某某,男,汉族,2001,白-高二(12),浙江省宁波市,城镇,共青团员,2018-2019-1,1,,210
912,14885,陈某某,男,汉族,2001,白-高二(12),安徽省宣州市,城镇,共青团员,2018-2019-1,1,,210
912,14926,毛某某,男,汉族,2002,白-高二(12),,城镇,共青团员,2018-2019-1,1,,212
912,14915,程某某,男,汉族,2001,白-高二(12),安徽省，颍上,城镇,共青团员,2018-2019-1,1,,212
912,14887,方某某,男,汉族,,白-高二(12),浙江,城镇,共青团员,2018-2019-1,1,,212
912,14919,管某某,男,汉族,2001,白-高二(12),宁波,城镇,一般,2018-2019-1,1,,212
912,14911,周某某,男,汉族,2001,白-高二(12),浙江省兰溪市,城镇,共青团员,2018-2019-1,1,,212
912,14898,牛某某,男,汉族,2002,白-高二(12),安徽阜阳,城镇,共青团员,2018-2019-1,1,,214
912,14928,孙某某,男,汉族,2002,白-高二(12),浙江宁波,城镇,共青团员,2018-2019-1,1,,214
912,14941,赵某某,男,汉族,2002,白-高二(12),山东省鱼台县,城镇,共青团员,2018-2019-1,1,,214
912,14913,左某某,男,汉族,2002,白-高二(12),湖北省广水市,城镇,共青团员,2018-2019-1,1,,214
912,15007,洪某某,男,汉族,2001,白-高二(12),浙江普陀,城镇,共青团员,2018-2019-1,1,,214
912,14925,林某某,男,汉族,2002,白-高二(12),湖南省益阳市,城镇,共青团员,2018-2019-1,,1,
913,14970,盛某某,男,汉族,2002,高二(13)IB,宁波,城镇,共青团员,2018-2019-1,1,,508
913,14968,蒋某某,男,汉族,2002,高二(13)IB,重庆,城镇,共青团员,2018-2019-1,1,,508
913,14984,闫某某,男,汉族,2002,高二(13)IB,河南省,城镇,共青团员,2018-2019-1,1,,508
913,14963,钱某某,男,汉族,2002,高二(13)IB,浙江 绍兴,城镇,共青团员,2018-2019-1,1,,508
913,14966,庄某某,男,汉族,2002,高二(13)IB,浙江宁波,城镇,共青团员,2018-2019-1,1,,509
913,14949,周某某,男,汉族,2001,高二(13)IB,嘉兴,城镇,一般,2018-2019-1,1,,509
913,14967,况某某,男,汉族,2002,高二(13)IB,江西省高安市,城镇,共青团员,2018-2019-1,1,,509
913,14945,李某某,男,汉族,2001,高二(13)IB,浙江宁波,城镇,一般,2018-2019-1,1,,511
913,14995,傅某某,男,汉族,2001,高二(13)IB,宁波北仑,城镇,共青团员,2018-2019-1,1,,511
913,15001,张某某,男,汉族,2002,高二(13)IB,温州苍南,城镇,共青团员,2018-2019-1,1,,511
913,14997,戴某某,男,汉族,2002,高二(13)IB,汉,城镇,共青团员,2018-2019-1,1,,512
913,14973,周某某,男,汉族,2001,高二(13)IB,江苏省泰县,城镇,共青团员,2018-2019-1,1,,512
913,14975,郑某某,男,汉族,2002,高二(13)IB,浙江省慈溪市,城镇,共青团员,2018-2019-1,1,,512
913,14993,庄某某,男,汉族,2002,高二(13)IB,浙江慈溪,城镇,一般,2018-2019-1,1,,512
913,14961,张某某,男,汉族,2002,高二(13)IB,吉安,城镇,共青团员,2018-2019-1,1,,513
913,14964,李某某,男,汉族,2001,高二(13)IB,宁波,城镇,共青团员,2018-2019-1,1,,513
913,14972,董某某,男,汉族,2001,高二(13)IB,鞍山,城镇,共青团员,2018-2019-1,1,,513
913,14965,徐某某,男,汉族,2002,高二(13)IB,上虞,城镇,共青团员,2018-2019-1,,,
913,14947,王某某,男,汉族,2002,高二(13)IB,浙江宁波,城镇,共青团员,2018-2019-1,,,
913,14948,邬某某,男,汉族,,高二(13)IB,,城镇,共青团员,2018-2019-1,,,
913,14951,陈某某,男,汉族,2002,高二(13)IB,上虞,城镇,少先队员,2018-2019-1,,,
913,14953,毛某某,男,汉族,2001,高二(13)IB,宁波,城镇,少先队员,2018-2019-1,,,
913,14954,冯某某,男,汉族,2002,高二(13)IB,宁波,城镇,共青团员,2018-2019-1,,,
913,14955,郑某某,男,汉族,2001,高二(13)IB,浙江省余姚市,城镇,共青团员,2018-2019-1,,,
913,14958,周某某,男,汉族,2002,高二(13)IB,宁海,城镇,共青团员,2018-2019-1,,,
913,14962,刘某某,男,汉族,2002,高二(13)IB,浙江省余姚市,城镇,共青团员,2018-2019-1,,,
913,14974,卓某某,男,汉族,2002,高二(13)IB,宁波,城镇,共青团员,2018-2019-1,,,
913,14977,戴某某,男,汉族,,高二(13)IB,,城镇,共青团员,2018-2019-1,,,
913,14980,许某某,男,汉族,2002,高二(13)IB,浙江宁波,城镇,共青团员,2018-2019-1,,,
913,14982,葛某某,男,汉族,2001,高二(13)IB,宁波,城镇,共青团员,2018-2019-1,,,
913,14983,伍某某,男,汉族,2001,高二(13)IB,宁波,城镇,共青团员,2018-2019-1,,,
913,14985,邢某某,男,汉族,2002,高二(13)IB,吉林省扶余县,城镇,一般,2018-2019-1,,,
913,14989,屠某某,男,汉族,2001,高二(13)IB,浙江省象山县,城镇,共青团员,2018-2019-1,,,
913,14990,姜某某,男,汉族,2002,高二(13)IB,浙江省江山市,城镇,共青团员,2018-2019-1,,,
913,14998,邹某某,男,汉族,2002,高二(13)IB,鄞州,城镇,少先队员,2018-2019-1,,,
913,14969,刘某某,女,汉族,2002,高二(13)IB,浙江省舟山市,城镇,共青团员,2018-2019-1,,,
913,14946,陈某某,女,汉族,2002,高二(13)IB,宁波,城镇,共青团员,2018-2019-1,,,
913,14950,阮某某,女,汉族,,高二(13)IB,浙江台州,城镇,共青团员,2018-2019-1,,,
913,14956,吕某某,女,汉族,2001,高二(13)IB,浙江宁波,城镇,一般,2018-2019-1,,,
